Batch_ID,Production_Date,Balls_Produced,Shift,Operator_ID
B028230,2022-03-09,4553,Morning,1022
B028231,2023-09-07,2873,Morning,1079
B028232,2024-03-08,4024,Afternoon,1099
B028233,2023-09-11,3699,Morning,1073
B028234,2024-06-20,4930,Morning,1027
B028235,2023-07-31,1942,Morning,1056
B028236,2024-07-27,3179,Afternoon,1033
B028237,2023-10-28,603,Afternoon,1078
B028238,2023-12-10,836,Night,1091
B028239,2022-05-04,1874,Night,1077
B028240,2024-07-15,3121,Night,1041
B028241,2022-07-26,1310,Morning,1003
B028242,2023-04-06,4192,Afternoon,1092
B028243,2024-02-05,3119,Night,1048
B028244,2024-04-18,2713,Night,1055
B028245,2024-01-12,3353,Afternoon,1007
B028246,2022-04-04,2159,Afternoon,1068
B028247,2024-01-23,2226,Afternoon,1077
B028248,2024-03-01,3866,Morning,1074
B028249,2023-04-19,3631,Afternoon,1076
B028250,2024-08-17,3001,Afternoon,1046
B028251,2022-05-04,4621,Afternoon,1060
B028252,2024-12-20,4759,Morning,1081
B028253,2024-08-16,2966,Morning,1042
B028254,2023-07-12,4433,Night,1095
B028255,2022-01-09,4465,Afternoon,1069
B028256,2024-08-27,808,Afternoon,1001
B028257,2024-10-29,4663,Morning,1013
B028258,2023-10-03,1849,Afternoon,1053
B028259,2022-02-17,2617,Night,1098
B028260,2024-06-25,1613,Afternoon,1004
B028261,2022-05-28,774,Morning,1057
B028262,2022-06-27,564,Morning,1090
B028263,2022-01-13,829,Morning,1002
B028264,2022-12-13,1013,Morning,1031
B028265,2023-11-18,4000,Afternoon,1004
B028266,2024-08-28,1858,Night,1011
B028267,2024-01-28,3153,Morning,1037
B028268,2024-11-30,877,Morning,1046
B028269,2022-02-28,2315,Afternoon,1031
B028270,2024-05-24,1719,Night,1090
B028271,2023-12-28,2016,Morning,1024
B028272,2022-01-29,2937,Night,1068
B028273,2024-01-21,3867,Morning,1065
B028274,2022-04-26,1298,Afternoon,1087
B028275,2022-02-27,2271,Night,1070
B028276,2024-08-17,2443,Night,1031
B028277,2024-10-06,2002,Morning,1087
B028278,2023-01-17,1355,Morning,1040
B028279,2023-07-23,2184,Afternoon,1017
B028280,2023-09-07,3390,Afternoon,1060
B028281,2024-04-07,2556,Afternoon,1040
B028282,2024-03-15,3880,Morning,1027
B028283,2023-11-16,623,Night,1090
B028284,2023-04-06,1630,Morning,1081
B028285,2024-11-15,4884,Morning,1042
B028286,2022-05-17,1296,Morning,1086
B028287,2023-08-25,2762,Night,1054
B028288,2024-08-24,3507,Night,1074
B028289,2023-01-19,1298,Afternoon,1060
B028290,2024-03-11,1834,Night,1094
B028291,2024-03-15,2106,Morning,1069
B028292,2024-10-13,1393,Night,1065
B028293,2024-10-05,2150,Morning,1028
B028294,2022-12-29,3871,Afternoon,1085
B028295,2023-04-12,587,Morning,1080
B028296,2024-03-01,2131,Afternoon,1089
B028297,2023-03-27,2340,Morning,1019
B028298,2023-06-26,2030,Afternoon,1041
B028299,2023-08-04,3225,Morning,1049
B028300,2024-02-11,2203,Night,1065
B028301,2023-12-31,1575,Night,1034
B028302,2024-08-29,541,Afternoon,1048
B028303,2022-06-19,1180,Night,1033
B028304,2023-02-26,2969,Night,1055
B028305,2022-04-07,2816,Afternoon,1016
B028306,2024-10-01,4834,Morning,1099
B028307,2023-06-10,3357,Night,1068
B028308,2024-07-05,2896,Morning,1070
B028309,2023-04-24,2035,Afternoon,1018
B028310,2023-03-06,2193,Night,1071
B028311,2024-04-04,4949,Morning,1043
B028312,2024-01-23,4124,Afternoon,1070
B028313,2022-02-27,3259,Night,1049
B028314,2023-03-11,1461,Night,1073
B028315,2022-03-23,2164,Afternoon,1027
B028316,2024-12-15,4955,Morning,1005
B028317,2024-06-05,3238,Afternoon,1056
B028318,2022-08-30,1613,Night,1083
B028319,2022-03-23,3669,Night,1041
B028320,2022-03-20,4272,Night,1086
B028321,2024-02-01,3158,Morning,1031
B028322,2024-10-14,730,Morning,1000
B028323,2022-03-24,1412,Night,1003
B028324,2022-07-21,3236,Morning,1016
B028325,2022-12-21,1448,Night,1034
B028326,2023-10-09,995,Afternoon,1006
B028327,2022-02-07,1544,Afternoon,1032
B028328,2024-06-14,1453,Afternoon,1019
B028329,2024-07-12,650,Morning,1054
B028330,2024-08-26,770,Afternoon,1095
B028331,2023-06-02,4951,Morning,1028
B028332,2022-09-21,4683,Morning,1053
B028333,2024-04-29,1635,Night,1050
B028334,2024-02-19,4767,Night,1039
B028335,2024-02-18,3891,Afternoon,1010
B028336,2024-03-27,3815,Morning,1088
B028337,2023-04-13,1670,Night,1038
B028338,2023-05-26,4573,Morning,1035
B028339,2024-07-15,2848,Afternoon,1000
B028340,2023-01-16,4492,Afternoon,1029
B028341,2024-09-01,1591,Morning,1080
B028342,2024-06-17,4807,Morning,1084
B028343,2022-07-04,4665,Night,1062
B028344,2024-08-12,905,Afternoon,1057
B028345,2022-10-03,3144,Night,1035
B028346,2024-05-02,3716,Morning,1056
B028347,2024-05-04,2099,Night,1032
B028348,2022-09-22,2735,Afternoon,1030
B028349,2024-12-13,3511,Afternoon,1096
B028350,2022-12-14,2856,Afternoon,1040
B028351,2023-08-04,2376,Night,1037
B028352,2024-04-03,2155,Afternoon,1024
B028353,2024-08-29,1732,Morning,1000
B028354,2022-10-07,3983,Night,1043
B028355,2022-05-04,3693,Afternoon,1065
B028356,2024-01-01,636,Morning,1096
B028357,2024-03-08,3844,Night,1000
B028358,2022-09-29,1736,Night,1071
B028359,2023-02-11,2157,Morning,1072
B028360,2022-10-16,4904,Afternoon,1080
B028361,2022-12-15,2447,Morning,1066
B028362,2023-12-20,3235,Night,1001
B028363,2024-04-26,4668,Afternoon,1027
B028364,2024-04-22,2462,Afternoon,1074
B028365,2023-05-22,4358,Night,1023
B028366,2024-10-22,3282,Morning,1073
B028367,2023-04-19,1377,Night,1037
B028368,2024-07-22,2698,Morning,1069
B028369,2024-12-02,3799,Afternoon,1039
B028370,2023-10-13,2337,Night,1086
B028371,2023-09-03,1310,Afternoon,1025
B028372,2024-01-09,970,Morning,1057
B028373,2022-10-05,1666,Morning,1017
B028374,2022-05-07,2380,Night,1086
B028375,2023-09-16,751,Night,1005
B028376,2024-12-17,4642,Afternoon,1033
B028377,2024-02-24,1109,Morning,1068
B028378,2024-07-28,2774,Morning,1088
B028379,2024-12-18,1362,Afternoon,1090
B028380,2022-07-31,2920,Morning,1029
B028381,2024-10-16,3049,Morning,1082
B028382,2023-05-14,2340,Night,1032
B028383,2024-04-05,3065,Night,1073
B028384,2022-08-04,3387,Morning,1004
B028385,2024-08-02,3080,Night,1043
B028386,2023-04-07,3877,Night,1006
B028387,2023-10-25,1019,Morning,1036
B028388,2024-01-18,4664,Morning,1000
B028389,2022-02-03,1590,Night,1005
B028390,2024-10-16,4162,Night,1027
B028391,2024-06-19,3856,Afternoon,1038
B028392,2024-11-27,4850,Afternoon,1019
B028393,2023-01-09,2868,Night,1001
B028394,2024-01-29,2201,Morning,1046
B028395,2023-05-05,2258,Morning,1080
B028396,2022-07-17,2757,Night,1081
B028397,2022-04-18,669,Night,1012
B028398,2022-11-04,679,Night,1010
B028399,2023-12-01,1814,Afternoon,1047
B028400,2022-09-07,805,Night,1061
B028401,2022-04-23,3407,Morning,1046
B028402,2022-11-29,3880,Morning,1097
B028403,2024-09-18,1773,Night,1071
B028404,2024-06-19,606,Afternoon,1079
B028405,2023-01-17,752,Morning,1027
B028406,2024-11-11,4194,Night,1015
B028407,2024-10-28,4807,Afternoon,1046
B028408,2023-05-28,4704,Afternoon,1071
B028409,2024-06-19,1243,Afternoon,1086
B028410,2024-04-09,1717,Afternoon,1089
B028411,2024-09-27,4009,Night,1092
B028412,2022-03-06,2072,Morning,1077
B028413,2024-09-10,3907,Afternoon,1098
B028414,2024-03-04,3882,Night,1001
B028415,2024-04-30,615,Night,1061
B028416,2023-06-20,4289,Morning,1044
B028417,2023-03-29,1959,Night,1060
B028418,2022-01-04,1105,Afternoon,1050
B028419,2024-02-12,1959,Afternoon,1051
B028420,2023-11-02,540,Night,1005
B028421,2023-01-19,3566,Afternoon,1098
B028422,2022-01-04,4685,Night,1008
B028423,2023-09-26,1718,Morning,1075
B028424,2022-12-12,1315,Morning,1090
B028425,2022-11-18,4758,Afternoon,1046
B028426,2022-07-29,1537,Night,1074
B028427,2023-05-29,1847,Morning,1059
B028428,2023-10-22,3323,Afternoon,1026
B028429,2023-09-29,2958,Night,1089
B028430,2022-02-07,4785,Morning,1028
B028431,2024-03-09,2616,Morning,1055
B028432,2024-10-15,2007,Night,1054
B028433,2024-10-07,3367,Morning,1094
B028434,2024-04-09,1024,Morning,1059
B028435,2022-10-28,2470,Afternoon,1054
B028436,2023-11-14,1550,Morning,1021
B028437,2024-10-28,3804,Night,1084
B028438,2022-08-14,3449,Afternoon,1039
B028439,2022-01-11,2369,Night,1088
B028440,2022-10-01,4113,Night,1097
B028441,2022-10-02,1821,Afternoon,1006
B028442,2023-11-06,4336,Afternoon,1003
B028443,2022-08-09,2346,Night,1072
B028444,2023-06-19,1645,Morning,1016
B028445,2024-08-12,3658,Afternoon,1019
B028446,2023-02-01,1503,Afternoon,1014
B028447,2022-05-09,4662,Afternoon,1060
B028448,2023-10-23,4486,Morning,1041
B028449,2022-07-02,3627,Morning,1003
B028450,2022-09-15,3756,Afternoon,1005
B028451,2022-12-03,1776,Night,1090
B028452,2022-02-07,2815,Morning,1097
B028453,2023-10-21,2520,Afternoon,1034
B028454,2023-07-25,3275,Morning,1063
B028455,2022-03-20,3902,Morning,1049
B028456,2024-05-13,2061,Afternoon,1025
B028457,2023-11-18,4664,Afternoon,1036
B028458,2023-09-06,4730,Morning,1003
B028459,2022-04-03,4846,Morning,1020
B028460,2022-06-19,4859,Night,1081
B028461,2024-08-09,3170,Night,1077
B028462,2024-08-20,4479,Afternoon,1001
B028463,2023-09-08,3277,Afternoon,1050
B028464,2022-01-17,834,Afternoon,1003
B028465,2024-09-04,1012,Morning,1076
B028466,2022-10-27,863,Afternoon,1071
B028467,2023-11-02,704,Afternoon,1067
B028468,2024-05-27,4392,Morning,1077
B028469,2024-09-27,4143,Afternoon,1088
B028470,2022-07-09,1450,Morning,1046
B028471,2022-06-01,3130,Morning,1070
B028472,2022-05-28,3237,Morning,1044
B028473,2024-10-30,2626,Afternoon,1018
B028474,2024-05-14,4408,Morning,1031
B028475,2024-05-31,2241,Morning,1014
B028476,2023-06-13,2855,Morning,1016
B028477,2023-11-23,672,Morning,1012
B028478,2022-03-30,1780,Afternoon,1031
B028479,2023-09-18,3495,Morning,1039
B028480,2022-06-19,3610,Morning,1019
B028481,2023-02-20,3859,Night,1037
B028482,2023-06-04,4641,Afternoon,1056
B028483,2024-08-14,3686,Night,1058
B028484,2024-06-23,2283,Afternoon,1038
B028485,2024-08-04,3495,Morning,1069
B028486,2022-11-04,4285,Morning,1074
B028487,2024-01-18,3692,Night,1040
B028488,2023-06-08,3205,Night,1001
B028489,2022-04-20,607,Morning,1025
B028490,2023-09-22,1222,Afternoon,1094
B028491,2023-11-25,2287,Afternoon,1082
B028492,2022-05-31,3367,Night,1053
B028493,2022-03-28,3444,Morning,1004
B028494,2024-12-19,3008,Night,1035
B028495,2022-02-14,1761,Night,1011
B028496,2024-11-14,2010,Night,1090
B028497,2022-05-16,2041,Night,1050
B028498,2023-01-04,2731,Night,1095
B028499,2024-07-10,2095,Morning,1070
B028500,2023-10-01,915,Morning,1084
B028501,2024-11-21,2719,Morning,1042
B028502,2024-09-26,2002,Afternoon,1066
B028503,2022-08-06,787,Morning,1066
B028504,2024-12-05,3544,Morning,1046
B028505,2023-09-03,2254,Morning,1043
B028506,2022-05-22,3079,Night,1090
B028507,2023-01-23,4392,Morning,1093
B028508,2024-01-09,4092,Night,1041
B028509,2023-04-05,1942,Morning,1097
B028510,2024-09-18,3485,Night,1057
B028511,2024-01-03,632,Afternoon,1034
B028512,2024-11-29,4537,Afternoon,1030
B028513,2024-09-30,1993,Afternoon,1088
B028514,2024-06-22,2968,Afternoon,1046
B028515,2024-02-28,2664,Night,1033
B028516,2023-06-21,3388,Afternoon,1023
B028517,2022-04-24,1509,Afternoon,1096
B028518,2023-09-22,1368,Morning,1088
B028519,2024-08-30,2102,Night,1007
B028520,2023-04-17,4731,Afternoon,1057
B028521,2024-06-15,4623,Morning,1049
B028522,2023-01-03,2598,Afternoon,1028
B028523,2022-07-08,4492,Morning,1056
B028524,2023-09-20,4508,Afternoon,1042
B028525,2024-02-08,4923,Morning,1055
B028526,2024-12-11,4019,Morning,1064
B028527,2022-09-27,2349,Afternoon,1094
B028528,2022-12-06,3843,Morning,1067
B028529,2022-10-23,2471,Afternoon,1010
B028530,2022-11-22,3802,Morning,1014
B028531,2024-01-04,1839,Morning,1073
B028532,2023-04-18,3326,Night,1024
B028533,2023-09-19,4175,Afternoon,1027
B028534,2023-01-21,1852,Afternoon,1059
B028535,2022-11-30,3873,Afternoon,1069
B028536,2024-03-12,3187,Afternoon,1013
B028537,2023-05-11,3426,Afternoon,1041
B028538,2024-06-27,1641,Morning,1002
B028539,2023-06-22,1808,Morning,1064
B028540,2022-03-28,2935,Morning,1059
B028541,2022-04-23,975,Night,1018
B028542,2024-12-27,2821,Night,1076
B028543,2022-08-25,839,Afternoon,1052
B028544,2024-07-07,987,Night,1041
B028545,2024-09-20,3146,Night,1007
B028546,2022-04-12,4236,Night,1010
B028547,2023-03-05,2675,Morning,1056
B028548,2024-05-31,2545,Night,1089
B028549,2024-06-21,2795,Night,1001
B028550,2023-10-21,797,Afternoon,1094
B028551,2022-04-23,1751,Night,1041
B028552,2024-03-30,2000,Afternoon,1092
B028553,2023-05-25,2651,Afternoon,1006
B028554,2024-04-26,4764,Night,1058
B028555,2024-12-30,1577,Morning,1055
B028556,2024-03-13,4913,Morning,1042
B028557,2022-01-22,4462,Night,1095
B028558,2022-04-13,4580,Night,1038
B028559,2023-10-27,1911,Morning,1050
B028560,2023-12-14,1070,Morning,1031
B028561,2022-09-04,654,Morning,1065
B028562,2023-11-12,2624,Morning,1023
B028563,2024-03-08,4748,Morning,1055
B028564,2022-07-26,4816,Morning,1092
B028565,2024-07-13,3291,Afternoon,1058
B028566,2022-07-17,1998,Night,1061
B028567,2023-05-29,3772,Night,1008
B028568,2024-10-18,2619,Morning,1071
B028569,2023-10-03,4387,Night,1066
B028570,2024-06-23,3052,Night,1072
B028571,2024-03-08,3062,Afternoon,1006
B028572,2022-09-15,4646,Morning,1055
B028573,2024-01-24,4898,Morning,1076
B028574,2024-12-06,812,Morning,1004
B028575,2023-09-05,1064,Morning,1032
B028576,2022-04-30,3374,Morning,1032
B028577,2024-08-11,1136,Night,1073
B028578,2023-01-18,611,Afternoon,1088
B028579,2023-03-17,4414,Night,1097
B028580,2023-08-24,1769,Night,1003
B028581,2023-06-30,1831,Night,1039
B028582,2023-09-03,844,Afternoon,1048
B028583,2022-01-02,2446,Night,1088
B028584,2022-06-05,2968,Afternoon,1019
B028585,2023-08-28,3502,Night,1082
B028586,2024-09-17,2835,Night,1098
B028587,2024-02-06,969,Afternoon,1038
B028588,2022-05-16,2431,Morning,1063
B028589,2023-10-08,2432,Night,1034
B028590,2023-06-17,4633,Night,1042
B028591,2023-01-24,3743,Morning,1018
B028592,2023-08-04,2993,Afternoon,1090
B028593,2023-08-19,775,Night,1033
B028594,2022-01-06,2055,Afternoon,1016
B028595,2022-09-03,4043,Afternoon,1033
B028596,2024-03-07,2711,Afternoon,1011
B028597,2024-12-30,4945,Morning,1054
B028598,2023-08-04,3816,Afternoon,1074
B028599,2024-11-04,2495,Afternoon,1020
B028600,2023-07-12,3708,Night,1009
B028601,2023-01-29,4660,Night,1030
B028602,2022-12-23,3270,Afternoon,1071
B028603,2022-02-14,1008,Afternoon,1013
B028604,2022-01-02,916,Night,1078
B028605,2024-09-30,734,Afternoon,1065
B028606,2022-05-23,3813,Night,1035
B028607,2024-07-18,1321,Afternoon,1080
B028608,2024-03-31,4647,Afternoon,1031
B028609,2024-09-09,3530,Afternoon,1066
B028610,2022-05-12,4139,Morning,1089
B028611,2024-02-21,4597,Morning,1039
B028612,2024-11-10,729,Afternoon,1056
B028613,2022-12-13,4607,Night,1040
B028614,2022-11-29,3200,Afternoon,1065
B028615,2023-03-03,4613,Night,1007
B028616,2022-04-26,2188,Afternoon,1070
B028617,2024-01-18,809,Afternoon,1019
B028618,2022-12-07,1294,Night,1046
B028619,2023-10-29,4098,Night,1077
B028620,2022-05-09,2478,Afternoon,1079
B028621,2024-01-25,4551,Night,1002
B028622,2024-02-09,1194,Afternoon,1019
B028623,2024-10-31,4436,Afternoon,1048
B028624,2023-10-20,4937,Night,1051
B028625,2024-01-10,3833,Night,1022
B028626,2024-06-02,1065,Night,1010
B028627,2023-11-12,3513,Afternoon,1022
B028628,2022-12-28,3211,Afternoon,1014
B028629,2024-03-03,2540,Morning,1012
B028630,2024-05-17,3472,Afternoon,1046
B028631,2022-01-20,688,Night,1037
B028632,2022-05-11,918,Afternoon,1094
B028633,2023-03-20,3611,Night,1080
B028634,2024-08-07,1752,Night,1042
B028635,2024-11-01,3014,Afternoon,1004
B028636,2024-04-10,1524,Night,1096
B028637,2022-02-05,3080,Morning,1031
B028638,2023-03-18,1211,Afternoon,1042
B028639,2024-12-26,953,Night,1075
B028640,2024-08-11,4825,Morning,1081
B028641,2024-08-31,2093,Night,1014
B028642,2023-08-08,3665,Night,1096
B028643,2023-02-16,3494,Morning,1047
B028644,2024-06-04,688,Morning,1010
B028645,2024-07-28,3544,Morning,1023
B028646,2023-09-09,3910,Morning,1070
B028647,2024-12-19,4609,Night,1089
B028648,2023-01-09,2655,Night,1086
B028649,2023-03-01,3560,Night,1026
B028650,2022-08-14,2782,Afternoon,1014
B028651,2023-12-02,3003,Afternoon,1007
B028652,2022-06-16,3868,Morning,1020
B028653,2024-02-18,3068,Morning,1076
B028654,2022-04-19,1598,Afternoon,1013
B028655,2024-04-11,3069,Night,1075
B028656,2024-09-05,2358,Afternoon,1070
B028657,2024-10-01,768,Afternoon,1073
B028658,2024-12-16,2630,Afternoon,1044
B028659,2022-10-01,2698,Morning,1045
B028660,2022-08-12,2473,Afternoon,1046
B028661,2023-08-22,2885,Afternoon,1055
B028662,2022-03-02,1008,Morning,1008
B028663,2024-08-12,3262,Morning,1020
B028664,2022-02-25,1521,Morning,1027
B028665,2024-12-18,3801,Morning,1002
B028666,2022-06-27,3352,Afternoon,1094
B028667,2022-04-01,1332,Night,1066
B028668,2023-01-25,4247,Night,1082
B028669,2022-11-25,2142,Morning,1079
B028670,2024-10-01,1241,Morning,1074
B028671,2022-01-03,3401,Night,1048
B028672,2024-06-02,2985,Afternoon,1050
B028673,2022-11-14,4861,Night,1075
B028674,2022-09-01,1187,Night,1094
B028675,2024-07-12,2644,Morning,1031
B028676,2022-04-10,4388,Afternoon,1053
B028677,2023-09-08,3541,Morning,1024
B028678,2022-10-13,2573,Afternoon,1059
B028679,2024-02-04,2645,Night,1067
B028680,2024-02-26,4087,Afternoon,1047
B028681,2024-09-07,3012,Afternoon,1009
B028682,2024-07-07,3230,Morning,1075
B028683,2022-08-17,1302,Afternoon,1066
B028684,2023-07-05,4414,Afternoon,1076
B028685,2023-11-11,3459,Night,1013
B028686,2022-05-16,1705,Afternoon,1054
B028687,2024-06-09,3387,Morning,1094
B028688,2024-11-28,630,Morning,1088
B028689,2022-06-21,2725,Night,1014
B028690,2023-08-31,4452,Morning,1022
B028691,2023-08-09,2064,Afternoon,1070
B028692,2024-09-24,1558,Morning,1006
B028693,2024-12-01,578,Afternoon,1047
B028694,2023-09-19,4699,Afternoon,1085
B028695,2022-06-20,4374,Night,1043
B028696,2023-06-25,4193,Night,1008
B028697,2022-08-19,775,Night,1091
B028698,2024-05-08,4393,Night,1076
B028699,2022-02-08,1197,Afternoon,1041
B028700,2023-05-06,829,Morning,1006
B028701,2022-08-17,4564,Afternoon,1002
B028702,2024-03-13,3609,Night,1044
B028703,2024-06-19,2505,Morning,1017
B028704,2024-08-20,4911,Night,1041
B028705,2022-01-28,1242,Afternoon,1081
B028706,2024-12-27,2557,Afternoon,1056
B028707,2022-07-03,1630,Afternoon,1072
B028708,2022-06-28,1262,Night,1099
B028709,2023-07-16,2979,Afternoon,1071
B028710,2022-03-17,2605,Afternoon,1087
B028711,2024-01-22,2008,Morning,1022
B028712,2024-10-18,3519,Morning,1048
B028713,2022-07-17,4578,Afternoon,1051
B028714,2024-09-15,4952,Night,1061
B028715,2022-07-30,2264,Morning,1099
B028716,2024-06-14,547,Afternoon,1009
B028717,2022-09-19,1086,Morning,1076
B028718,2023-04-19,4435,Afternoon,1016
B028719,2022-07-01,3383,Morning,1042
B028720,2023-04-27,4275,Night,1062
B028721,2024-02-06,658,Night,1087
B028722,2022-02-10,758,Night,1085
B028723,2022-07-29,4062,Morning,1093
B028724,2023-01-25,2080,Morning,1069
B028725,2024-09-18,2756,Morning,1047
B028726,2023-03-06,2690,Night,1004
B028727,2022-11-02,4521,Afternoon,1030
B028728,2022-08-13,3176,Afternoon,1052
B028729,2023-09-14,3358,Afternoon,1045
B028730,2024-05-04,1016,Afternoon,1033
B028731,2023-02-03,1321,Afternoon,1000
B028732,2023-08-01,3916,Afternoon,1055
B028733,2023-06-19,1705,Morning,1092
B028734,2023-09-03,1579,Morning,1039
B028735,2022-01-17,974,Night,1061
B028736,2022-07-05,509,Night,1048
B028737,2023-12-03,1461,Morning,1024
B028738,2023-01-20,4898,Morning,1024
B028739,2022-05-24,3086,Morning,1087
B028740,2022-09-30,2440,Night,1021
B028741,2024-09-09,4856,Morning,1073
B028742,2022-02-19,3691,Morning,1067
B028743,2024-08-03,3722,Morning,1048
B028744,2022-09-04,4715,Morning,1095
B028745,2023-03-14,2286,Afternoon,1084
B028746,2023-01-26,743,Afternoon,1097
B028747,2023-05-05,815,Morning,1080
B028748,2023-10-16,2115,Morning,1032
B028749,2024-07-02,3742,Afternoon,1040
B028750,2024-03-15,1471,Afternoon,1020
B028751,2023-10-16,2812,Morning,1099
B028752,2022-01-03,1489,Night,1047
B028753,2024-03-24,2004,Morning,1053
B028754,2022-05-19,4188,Morning,1008
B028755,2023-06-29,3061,Night,1046
B028756,2022-02-02,4630,Night,1027
B028757,2024-06-13,3626,Night,1038
B028758,2024-08-20,3110,Morning,1061
B028759,2022-05-19,4247,Night,1081
B028760,2022-09-01,972,Night,1094
B028761,2023-10-23,2131,Night,1033
B028762,2022-10-08,2499,Night,1014
B028763,2024-08-31,3218,Afternoon,1023
B028764,2023-06-28,3529,Night,1046
B028765,2023-09-13,4705,Morning,1020
B028766,2022-05-03,1673,Morning,1059
B028767,2022-09-21,2083,Night,1055
B028768,2022-05-11,2875,Morning,1034
B028769,2024-08-13,1715,Night,1093
B028770,2024-02-22,3675,Night,1006
B028771,2024-10-02,1481,Morning,1030
B028772,2022-02-15,2140,Afternoon,1048
B028773,2023-08-17,4883,Night,1013
B028774,2023-08-30,3850,Afternoon,1072
B028775,2024-08-12,3299,Afternoon,1040
B028776,2023-12-06,3579,Afternoon,1088
B028777,2023-03-06,4429,Morning,1034
B028778,2024-12-03,3729,Afternoon,1008
B028779,2023-05-24,3102,Morning,1039
B028780,2023-01-09,4531,Night,1015
B028781,2023-07-04,1831,Afternoon,1051
B028782,2022-11-03,3956,Night,1085
B028783,2023-11-11,2140,Afternoon,1060
B028784,2023-07-25,4338,Afternoon,1036
B028785,2024-02-07,921,Morning,1034
B028786,2023-08-03,4634,Afternoon,1078
B028787,2024-04-29,3842,Afternoon,1078
B028788,2024-03-09,1744,Morning,1033
B028789,2024-02-07,3809,Morning,1011
B028790,2022-05-12,928,Morning,1095
B028791,2022-12-25,1329,Morning,1042
B028792,2023-07-07,3052,Afternoon,1001
B028793,2023-07-28,3590,Night,1062
B028794,2024-09-02,744,Morning,1031
B028795,2023-07-16,2454,Night,1057
B028796,2023-04-19,1664,Night,1067
B028797,2024-11-11,3589,Morning,1011
B028798,2024-06-11,3223,Night,1046
B028799,2022-09-06,3392,Morning,1061
B028800,2024-04-14,1411,Night,1006
B028801,2022-12-18,4815,Morning,1075
B028802,2024-12-19,3057,Morning,1000
B028803,2024-02-26,3038,Afternoon,1046
B028804,2022-12-05,3678,Morning,1034
B028805,2023-03-05,3546,Night,1017
B028806,2024-08-06,623,Night,1077
B028807,2024-02-23,1431,Night,1099
B028808,2023-11-16,2980,Night,1025
B028809,2024-09-11,4070,Afternoon,1083
B028810,2023-03-10,3916,Afternoon,1065
B028811,2023-01-21,1273,Afternoon,1091
B028812,2022-11-23,516,Night,1073
B028813,2024-08-10,3497,Night,1091
B028814,2022-11-28,3561,Night,1032
B028815,2022-07-09,2435,Morning,1057
B028816,2022-09-21,4452,Night,1004
B028817,2023-08-28,4874,Afternoon,1006
B028818,2023-03-27,3126,Morning,1057
B028819,2023-12-23,2495,Morning,1098
B028820,2022-04-09,1266,Night,1046
B028821,2023-08-18,2313,Night,1062
B028822,2022-09-15,4415,Afternoon,1027
B028823,2022-10-25,1577,Morning,1015
B028824,2023-08-19,1368,Afternoon,1056
B028825,2023-08-24,4188,Afternoon,1038
B028826,2024-07-05,2758,Morning,1087
B028827,2023-03-08,2613,Afternoon,1000
B028828,2023-09-30,2725,Afternoon,1010
B028829,2024-03-19,4380,Night,1066
B028830,2022-04-18,1145,Morning,1081
B028831,2024-07-24,1046,Afternoon,1068
B028832,2024-02-29,4456,Morning,1079
B028833,2024-02-14,513,Night,1051
B028834,2023-10-24,1114,Night,1072
B028835,2022-02-04,1190,Afternoon,1057
B028836,2024-02-06,1730,Afternoon,1072
B028837,2023-08-12,2923,Afternoon,1010
B028838,2022-09-06,882,Afternoon,1026
B028839,2023-12-13,3403,Afternoon,1060
B028840,2024-09-26,3067,Morning,1097
B028841,2024-04-02,2926,Night,1088
B028842,2022-08-14,3204,Morning,1081
B028843,2023-07-12,2190,Night,1052
B028844,2023-04-03,3648,Night,1026
B028845,2023-08-27,1917,Night,1066
B028846,2023-01-08,4206,Night,1002
B028847,2024-08-23,3202,Afternoon,1066
B028848,2024-07-22,519,Afternoon,1087
B028849,2024-05-05,4589,Night,1027
B028850,2023-08-15,2292,Morning,1037
B028851,2023-08-27,4779,Afternoon,1065
B028852,2022-12-23,4229,Afternoon,1081
B028853,2022-06-14,2303,Afternoon,1095
B028854,2022-09-04,3504,Morning,1092
B028855,2023-12-22,3240,Night,1079
B028856,2024-10-06,1647,Afternoon,1076
B028857,2023-05-07,754,Night,1002
B028858,2023-04-07,3034,Afternoon,1029
B028859,2024-10-12,1809,Morning,1018
B028860,2024-04-26,1628,Night,1064
B028861,2024-02-05,650,Night,1043
B028862,2024-02-08,4106,Night,1023
B028863,2022-09-01,2633,Morning,1001
B028864,2024-03-21,2033,Morning,1010
B028865,2023-12-03,4726,Night,1052
B028866,2023-10-26,1846,Morning,1088
B028867,2023-03-05,3870,Morning,1099
B028868,2023-11-15,3569,Afternoon,1091
B028869,2024-11-09,4075,Afternoon,1038
B028870,2023-10-16,2622,Morning,1025
B028871,2022-10-24,4777,Afternoon,1017
B028872,2024-09-14,1171,Night,1023
B028873,2024-10-24,4852,Afternoon,1047
B028874,2024-10-01,4723,Afternoon,1005
B028875,2022-01-05,521,Afternoon,1030
B028876,2023-03-22,693,Morning,1042
B028877,2024-09-06,1650,Night,1096
B028878,2024-08-06,2526,Afternoon,1072
B028879,2023-08-09,1005,Afternoon,1040
B028880,2024-08-21,4961,Afternoon,1092
B028881,2024-11-09,1598,Afternoon,1070
B028882,2024-06-13,1122,Morning,1000
B028883,2024-09-06,3170,Afternoon,1036
B028884,2024-11-08,2935,Morning,1097
B028885,2022-06-30,2442,Night,1058
B028886,2022-07-22,1681,Night,1099
