Machine_ID,Log_Date,Downtime_Minutes,Efficiency_%,Maintenance_Required
3,2023-11-04,69,81.1,No
32,2022-07-01,80,76.24,No
33,2023-10-25,6,82.76,No
23,2024-03-14,2,86.4,No
21,2022-07-09,6,80.58,No
27,2023-03-16,91,92.14,No
5,2024-06-28,24,80.32,No
20,2023-07-28,105,79.06,No
3,2024-05-17,75,87.19,No
46,2023-07-02,79,95.27,No
33,2023-09-27,76,94.43,No
37,2022-04-30,7,94.48,No
25,2022-12-19,31,96.8,No
4,2023-05-23,3,85.23,No
29,2022-11-23,48,80.29,No
29,2022-04-05,97,83.34,No
6,2022-10-12,23,92.6,No
14,2024-11-27,3,79.7,No
22,2022-10-16,105,95.34,Yes
16,2022-07-17,40,85.44,No
11,2022-09-04,97,91.02,No
37,2023-06-04,83,85.44,No
9,2024-03-03,115,93.59,No
37,2024-09-01,60,82.68,No
40,2022-10-29,1,87.15,No
46,2023-03-08,40,84.17,No
21,2022-12-05,23,91.37,No
14,2024-03-14,92,78.61,No
27,2022-03-04,0,91.15,No
34,2024-12-08,81,78.6,No
34,2024-09-12,94,92.95,No
29,2022-12-06,88,82.31,No
40,2024-03-12,21,78.12,No
49,2023-05-18,50,88.75,No
10,2023-07-02,117,89.37,No
42,2024-03-22,94,76.63,No
37,2024-11-02,39,93.78,No
1,2023-08-24,99,85.92,No
30,2023-10-10,37,79.38,No
8,2024-03-09,41,92.24,Yes
40,2023-08-09,61,77.94,No
1,2024-03-02,85,86.42,No
33,2023-03-03,79,79.44,No
43,2024-12-08,58,77.49,No
19,2022-01-04,117,79.35,No
48,2023-01-19,79,91.01,No
31,2022-07-09,86,90.12,Yes
1,2023-01-06,7,78.15,No
41,2022-02-26,40,98.56,No
21,2022-09-18,23,94.75,No
26,2023-10-18,119,90.23,No
9,2022-10-23,33,96.85,No
16,2024-10-08,43,95.17,No
29,2023-06-25,2,90.95,No
17,2024-09-26,99,91.75,No
44,2022-09-17,76,79.32,No
32,2024-04-02,93,89.97,No
4,2022-10-13,90,76.45,No
10,2022-06-16,35,91.79,No
7,2024-06-30,4,88.61,No
35,2024-11-10,34,86.26,No
16,2022-03-02,73,79.21,No
19,2023-06-21,114,90.43,No
14,2022-03-08,69,92.28,No
15,2022-08-03,43,75.38,No
10,2022-04-17,63,92.33,Yes
35,2024-09-30,92,92.27,No
19,2024-04-08,32,97.5,Yes
46,2022-05-13,5,80.84,No
44,2024-06-25,24,96.29,Yes
32,2023-02-26,66,86.3,No
44,2022-07-27,55,80.38,No
1,2024-07-17,115,95.61,No
37,2024-06-25,19,98.8,No
6,2022-11-13,50,95.15,No
1,2023-04-08,60,86.77,No
37,2022-05-13,40,76.95,No
8,2022-02-02,7,93.56,Yes
24,2022-11-26,61,93.12,No
13,2023-01-12,100,92.38,No
2,2022-08-26,96,94.46,No
48,2024-05-29,46,96.83,No
35,2024-06-21,75,77.93,No
40,2022-12-26,49,79.85,No
29,2023-02-28,113,86.72,No
42,2023-06-25,78,93.07,No
15,2023-06-04,107,76.92,No
39,2022-03-10,7,82.32,No
47,2024-12-23,69,75.82,No
35,2022-09-26,104,86.98,No
41,2024-11-19,118,92.22,No
15,2022-10-02,39,94.43,No
37,2024-11-02,35,85.28,No
19,2023-12-02,38,76.38,No
46,2023-04-12,92,88.35,No
38,2022-10-13,20,82.22,No
48,2023-12-17,10,84.91,No
1,2024-01-13,54,98.07,No
35,2023-04-03,119,93.06,No
18,2022-01-07,34,82.05,No
34,2023-02-22,58,94.25,No
3,2023-05-30,32,98.64,No
12,2023-01-31,75,79.35,No
45,2022-12-29,20,94.25,No
13,2024-10-22,32,95.79,No
25,2023-03-12,21,98.02,No
28,2023-06-30,36,83.26,No
25,2024-07-07,109,77.67,No
2,2023-08-16,70,95.98,No
32,2023-09-06,62,81.13,Yes
45,2022-08-27,46,80.29,Yes
48,2024-04-19,111,88.09,No
4,2024-10-10,68,83.77,No
34,2022-09-20,91,79.5,No
12,2023-06-14,43,97.79,No
32,2022-06-15,74,96.76,No
48,2024-10-04,4,84.3,No
1,2023-12-04,115,90.35,No
43,2023-04-22,78,78.54,No
22,2022-06-07,75,97.03,No
39,2022-02-27,40,81.92,No
49,2022-11-22,17,79.01,No
36,2022-01-05,101,82.73,No
7,2023-11-10,111,75.06,No
16,2024-02-14,4,80.5,No
40,2022-03-29,66,89.88,No
15,2022-09-04,65,98.6,No
28,2022-03-04,110,83.54,No
18,2023-10-24,17,96.57,No
29,2023-08-03,100,82.99,Yes
30,2022-04-04,119,82.89,No
33,2024-12-05,73,78.9,No
7,2024-03-19,86,82.93,No
15,2023-06-14,11,80.84,No
34,2024-09-19,16,90.48,No
13,2024-04-02,99,92.88,No
26,2023-11-15,77,83.79,No
17,2022-11-02,66,94.46,No
24,2023-05-30,26,75.65,No
17,2023-12-29,15,87.83,No
45,2022-01-21,118,89.39,No
30,2024-06-30,84,85.58,Yes
39,2022-05-19,45,90.61,No
26,2022-06-29,86,87.28,No
10,2023-04-17,67,96.74,No
2,2024-02-06,57,88.94,No
9,2023-06-30,57,84.04,No
30,2024-11-04,27,90.53,No
40,2024-01-09,8,87.81,No
3,2023-08-16,54,86.81,No
29,2023-11-16,39,95.26,Yes
3,2023-10-08,101,91.65,No
10,2024-04-29,50,97.45,No
8,2024-12-29,20,90.01,No
7,2022-10-24,77,96.98,Yes
9,2024-08-04,80,76.25,Yes
38,2024-06-10,78,87.6,No
22,2022-01-31,92,91.04,No
34,2023-11-29,51,85.1,Yes
42,2022-10-14,92,96.64,No
11,2023-08-01,110,75.55,Yes
2,2023-08-20,93,83.34,No
49,2024-12-06,92,87.39,No
15,2023-01-31,106,91.38,No
15,2024-09-19,67,77.77,No
19,2023-07-31,116,89.18,No
1,2024-12-12,80,80.7,No
7,2024-03-26,85,92.54,No
32,2024-09-26,107,96.7,No
22,2023-12-26,108,86.05,No
21,2024-06-05,117,90.0,No
36,2024-09-16,73,95.09,No
44,2022-05-11,97,79.93,No
39,2024-11-11,14,94.92,No
40,2024-02-21,18,92.48,No
25,2022-05-29,76,95.86,No
20,2022-09-24,77,83.36,No
15,2024-06-01,48,85.91,Yes
28,2023-08-09,15,86.34,No
21,2023-08-31,51,90.45,No
43,2022-09-17,18,95.49,No
14,2023-12-06,103,84.62,No
45,2023-11-10,28,75.69,No
32,2024-09-17,96,80.64,No
13,2022-06-17,6,94.19,No
32,2023-05-31,58,91.81,No
21,2022-09-11,82,87.77,No
31,2024-06-11,64,91.3,No
39,2023-08-16,26,76.24,No
31,2022-08-22,11,95.82,Yes
15,2024-01-06,58,96.27,Yes
46,2023-02-07,91,93.7,No
41,2024-02-10,118,83.4,No
14,2024-06-12,60,84.2,No
41,2024-10-29,25,95.27,Yes
45,2024-10-16,101,78.13,No
39,2023-10-21,79,94.02,No
8,2022-02-09,22,82.97,No
36,2022-12-21,115,82.44,Yes
11,2024-07-02,71,80.9,No
39,2024-01-09,43,81.5,No
1,2024-02-10,60,75.48,No
17,2024-06-30,23,78.3,No
18,2022-10-26,106,79.3,No
12,2024-04-25,11,77.8,No
3,2024-07-09,49,97.13,No
21,2023-12-10,119,91.69,No
30,2024-01-18,66,77.43,No
24,2022-06-30,43,83.53,No
7,2024-08-09,6,87.37,No
20,2022-10-22,61,80.08,No
11,2023-03-15,11,78.18,No
22,2022-04-30,89,84.36,No
43,2024-04-17,112,90.35,No
41,2023-06-21,26,75.74,No
47,2023-04-29,93,91.89,No
32,2024-10-24,79,84.48,No
43,2023-07-01,19,90.63,No
19,2023-11-16,65,97.76,No
5,2024-03-17,119,95.4,No
4,2023-04-09,21,81.86,No
3,2022-12-01,70,94.14,No
49,2024-05-24,113,77.19,No
44,2024-03-17,78,98.18,No
45,2022-04-27,44,82.28,No
11,2023-12-01,54,80.02,No
35,2024-02-23,91,86.47,No
48,2024-10-28,103,93.65,No
21,2022-06-16,105,92.48,No
47,2023-06-30,54,83.56,No
36,2022-08-16,21,93.98,No
37,2022-09-17,57,85.12,No
30,2022-05-29,88,76.97,No
1,2023-09-19,107,90.56,Yes
48,2024-04-28,8,95.12,No
18,2022-10-26,57,90.75,No
41,2022-12-17,59,87.32,Yes
49,2024-03-16,69,92.78,No
31,2022-12-11,86,75.66,No
26,2023-09-19,64,79.29,No
43,2023-05-13,12,92.22,No
15,2022-11-20,34,90.05,Yes
39,2023-05-15,92,98.9,No
8,2022-01-27,4,78.53,No
48,2023-01-29,38,92.17,No
2,2022-10-18,93,89.98,No
4,2022-08-24,35,98.58,No
6,2023-12-26,74,85.01,No
28,2023-07-22,7,96.16,No
48,2024-10-01,8,93.5,No
13,2024-09-22,105,82.43,No
40,2024-11-14,55,89.31,No
48,2022-09-28,119,98.69,No
36,2023-05-10,39,96.94,Yes
37,2023-10-14,83,77.25,No
42,2022-02-27,84,84.34,No
47,2022-02-19,81,75.88,No
7,2023-09-26,10,88.64,No
33,2024-05-30,87,83.32,No
19,2023-03-02,42,77.5,No
21,2023-01-30,66,91.44,No
16,2023-08-30,90,95.02,No
32,2024-09-17,85,88.72,No
4,2024-01-10,66,83.73,No
29,2024-07-27,22,95.8,No
11,2023-06-21,93,80.73,No
30,2024-09-14,55,77.92,No
38,2023-01-28,15,96.13,No
36,2023-08-09,38,80.89,No
26,2024-03-28,12,94.94,No
22,2022-02-05,9,77.61,Yes
16,2023-03-17,93,86.77,No
11,2024-08-11,111,80.89,No
2,2024-11-24,44,82.52,No
48,2023-05-29,22,85.66,No
21,2022-05-27,70,94.69,No
44,2024-06-17,107,89.43,No
18,2024-07-31,44,97.52,No
32,2024-04-30,103,89.42,No
26,2022-03-03,83,91.64,No
25,2024-01-28,45,97.08,No
47,2022-07-26,24,84.88,No
32,2024-06-21,1,77.72,No
2,2023-03-10,104,96.77,No
4,2023-06-02,97,98.44,No
16,2023-11-05,84,85.29,No
16,2024-11-30,43,81.44,No
33,2024-06-09,21,83.36,No
32,2024-08-16,48,90.58,Yes
28,2023-12-22,7,93.91,No
44,2023-09-09,62,86.78,No
41,2022-01-13,42,81.64,No
34,2024-02-24,50,89.33,No
46,2022-11-17,113,97.87,No
40,2023-03-04,116,91.25,No
38,2022-08-08,115,87.27,No
10,2024-06-08,70,90.64,No
8,2023-08-17,29,84.56,No
36,2024-06-04,47,88.79,No
13,2022-05-22,66,94.04,No
24,2024-01-06,102,89.42,No
34,2024-01-06,114,90.87,No
29,2023-07-06,10,82.64,No
17,2024-02-26,53,92.07,Yes
34,2022-12-14,117,89.0,Yes
27,2022-05-26,30,78.95,No
12,2024-06-17,2,98.75,No
19,2024-02-24,22,98.13,No
18,2023-08-05,47,95.75,No
6,2022-11-30,33,85.67,No
11,2022-06-14,19,78.01,No
11,2022-06-02,99,88.98,No
27,2022-05-15,50,86.62,No
32,2022-01-01,119,79.75,No
30,2022-10-24,112,78.97,No
31,2022-11-22,57,97.22,No
1,2023-02-01,38,87.42,No
20,2023-10-25,110,93.07,No
41,2022-07-12,82,82.65,No
24,2024-08-11,42,86.17,No
9,2023-05-13,17,80.61,No
31,2022-01-13,3,77.78,No
27,2022-05-02,109,91.7,No
42,2023-10-18,89,89.52,No
38,2024-01-10,118,85.27,No
49,2023-02-18,94,78.67,No
49,2022-09-18,89,85.66,No
23,2024-08-10,20,83.72,No
9,2022-12-19,25,75.22,No
7,2024-02-14,74,94.6,No
10,2024-01-10,34,90.67,No
44,2023-10-02,36,93.93,No
1,2023-12-03,53,75.42,Yes
41,2023-12-19,76,85.03,No
18,2023-12-07,81,77.7,No
26,2023-05-20,100,93.81,No
31,2024-02-04,89,82.06,No
20,2024-07-22,96,81.86,No
17,2022-12-07,111,83.89,No
26,2024-09-04,42,86.57,Yes
13,2023-03-28,55,87.47,No
36,2023-07-13,71,77.5,No
23,2023-09-25,3,93.17,No
47,2023-04-07,112,96.87,No
45,2022-05-19,99,84.88,No
45,2024-08-13,7,90.73,No
42,2022-12-02,61,96.26,No
13,2023-12-25,85,79.6,Yes
30,2022-09-29,78,96.26,No
22,2023-03-26,47,87.11,No
40,2023-10-27,58,88.8,No
11,2024-08-09,78,86.57,No
42,2023-10-20,105,89.47,No
36,2024-11-24,64,81.88,No
24,2022-09-07,20,83.92,No
15,2022-11-28,11,92.57,No
17,2022-02-18,0,91.45,No
38,2023-04-13,107,92.49,No
31,2022-03-17,5,77.21,No
42,2022-06-24,103,77.31,No
2,2023-11-02,19,94.13,No
40,2023-06-10,14,76.46,No
22,2024-06-23,47,75.45,No
35,2022-03-12,56,83.68,No
45,2023-07-19,87,88.16,No
39,2024-09-30,58,77.39,No
36,2022-03-15,80,92.99,No
44,2023-05-04,30,80.42,No
14,2023-10-17,28,93.07,No
5,2023-09-02,100,88.58,No
26,2024-01-18,53,80.79,No
1,2024-06-16,73,83.06,No
10,2023-07-07,103,86.1,No
26,2022-11-09,48,87.1,No
1,2023-09-11,104,88.66,Yes
22,2023-03-27,115,81.14,No
43,2022-10-15,113,79.01,No
10,2024-10-20,11,97.61,No
13,2022-02-27,56,79.55,No
3,2024-12-01,56,82.18,No
32,2024-04-01,66,98.72,No
44,2023-07-24,88,98.59,No
12,2023-05-23,29,81.53,No
39,2023-07-23,4,96.22,No
18,2022-11-23,22,85.36,No
12,2023-08-30,65,77.95,No
35,2022-02-24,68,96.6,No
29,2023-09-14,21,76.44,No
39,2022-12-02,22,87.45,No
13,2023-09-02,39,78.43,No
29,2022-01-25,72,93.42,No
12,2024-06-02,82,78.27,No
1,2022-05-03,30,82.4,No
47,2023-11-24,73,76.18,No
10,2022-05-13,5,87.05,Yes
33,2022-08-30,117,82.74,No
39,2023-02-11,59,76.88,No
14,2023-10-29,90,83.52,No
24,2022-09-21,92,92.1,Yes
15,2022-01-14,107,87.23,Yes
47,2022-11-04,51,97.18,No
23,2023-05-09,2,81.04,No
42,2024-12-04,66,77.51,No
27,2022-03-16,93,75.31,No
19,2024-07-12,118,79.95,No
26,2023-12-28,85,81.67,No
40,2022-10-04,39,92.0,No
19,2022-05-08,66,91.17,Yes
37,2023-10-09,30,80.58,No
17,2023-02-24,8,91.73,No
29,2023-08-24,17,81.0,Yes
47,2023-03-09,86,82.99,No
5,2022-01-15,57,82.35,No
20,2022-08-23,35,92.03,No
35,2024-06-08,8,79.16,No
45,2024-05-06,64,78.71,No
13,2023-01-20,105,76.49,No
40,2022-01-11,97,88.7,No
27,2024-07-12,88,88.47,No
17,2023-05-07,64,86.37,No
27,2022-05-23,1,86.67,No
13,2022-03-16,16,85.36,Yes
46,2024-02-09,19,94.67,No
35,2022-02-25,101,84.84,No
23,2024-05-17,47,83.7,Yes
39,2024-09-30,54,93.01,No
42,2024-08-31,84,90.19,No
3,2024-06-10,22,86.38,No
39,2023-12-02,7,77.9,No
7,2024-06-12,0,78.71,No
22,2024-01-09,12,96.23,No
14,2024-01-26,108,97.18,No
44,2024-05-23,22,85.46,No
21,2022-11-24,108,76.69,No
3,2022-04-21,9,83.0,No
8,2024-08-15,59,78.94,Yes
1,2023-12-31,118,94.45,No
3,2024-09-19,10,79.54,No
9,2023-06-15,106,90.48,No
10,2023-07-29,27,84.44,No
17,2022-11-29,83,78.68,No
34,2024-03-28,50,91.54,No
17,2024-07-05,65,90.46,No
39,2022-05-25,92,93.41,No
32,2022-02-19,112,96.91,Yes
25,2024-11-15,13,92.92,No
25,2022-10-31,61,81.19,No
23,2022-12-26,106,82.02,No
33,2022-08-21,119,79.5,No
43,2022-05-25,86,95.92,No
15,2024-08-12,105,84.28,No
39,2023-05-11,14,85.66,No
20,2023-12-09,42,80.2,Yes
16,2024-08-16,83,77.43,No
43,2024-01-28,36,78.0,No
18,2024-12-18,63,95.42,No
3,2022-02-19,92,92.85,No
14,2022-05-31,75,98.76,No
22,2022-04-16,34,88.38,No
42,2023-10-24,110,94.59,No
22,2022-10-18,33,87.8,Yes
27,2022-10-28,92,93.47,Yes
29,2024-09-22,4,77.93,No
5,2023-01-18,92,87.06,No
39,2023-09-26,85,94.42,No
18,2022-05-28,107,79.96,Yes
37,2023-09-06,80,90.18,No
27,2024-12-10,93,87.04,No
48,2022-06-13,38,80.32,No
1,2024-09-04,77,77.97,No
42,2024-07-28,112,88.03,No
25,2024-06-12,59,90.64,No
39,2024-05-03,54,91.41,No
16,2023-04-25,33,78.24,No
14,2024-06-07,55,78.3,No
34,2022-11-24,34,93.99,No
3,2023-12-01,30,91.39,No
10,2023-02-12,10,75.09,No
19,2023-04-22,39,81.83,No
6,2022-03-11,56,90.37,No
10,2022-04-24,70,84.03,No
17,2023-10-16,29,91.61,Yes
43,2024-04-22,40,95.04,No
27,2023-11-21,63,75.94,No
43,2024-04-25,15,97.86,No
35,2024-04-13,96,76.3,No
6,2022-01-20,115,89.55,No
41,2023-11-21,52,80.14,Yes
13,2022-11-04,56,83.17,No
28,2024-03-31,9,92.23,No
17,2022-09-05,35,81.16,No
2,2024-09-10,87,79.63,No
1,2024-04-29,4,96.62,No
17,2022-10-04,27,75.75,No
12,2024-05-18,100,84.23,No
49,2024-01-17,79,78.64,No
16,2022-02-12,46,91.13,No
17,2022-10-10,20,76.69,No
47,2024-07-01,5,97.55,No
47,2022-02-05,34,98.32,No
18,2022-02-06,116,81.02,Yes
40,2024-10-10,103,93.69,No
32,2023-12-21,115,82.8,No
2,2023-07-25,79,77.32,No
27,2024-05-08,92,96.33,No
15,2022-05-18,56,75.72,No
7,2022-07-12,6,93.03,No
25,2024-09-18,4,77.83,No
29,2024-09-10,51,94.39,Yes
34,2023-12-10,7,78.95,No
48,2022-05-27,84,86.31,Yes
40,2022-01-17,55,91.73,No
28,2022-06-03,4,76.36,No
10,2023-06-18,36,79.21,No
35,2023-09-28,3,85.89,No
31,2024-07-31,47,78.38,No
5,2022-07-01,101,92.27,No
17,2022-02-26,5,81.65,Yes
46,2023-06-20,103,80.03,Yes
4,2023-07-23,81,98.36,No
17,2023-12-23,44,83.64,No
31,2023-05-09,73,88.43,No
15,2022-03-27,73,94.95,No
34,2022-05-28,91,84.95,No
48,2023-08-21,39,89.36,No
48,2022-03-02,101,84.02,No
16,2024-04-10,106,87.32,No
37,2022-06-28,103,90.37,No
16,2023-07-22,23,95.85,No
5,2024-08-17,73,90.48,No
26,2022-06-29,35,86.16,No
43,2022-08-13,84,95.75,No
32,2023-06-02,45,89.79,No
14,2023-12-06,9,98.83,No
12,2024-08-09,90,94.91,No
36,2023-07-16,49,88.7,No
38,2022-04-15,98,92.9,No
3,2022-11-25,2,77.8,No
45,2022-08-04,102,79.13,No
49,2024-03-29,31,98.67,No
40,2024-05-08,86,81.17,No
19,2024-08-05,68,91.46,No
12,2023-11-01,24,79.11,No
14,2022-08-18,45,81.47,No
2,2023-03-28,48,82.61,No
27,2022-02-07,69,77.09,No
38,2022-07-09,83,77.52,No
42,2024-10-12,100,90.77,No
34,2023-01-10,11,97.13,No
19,2022-01-02,31,96.38,No
47,2023-10-07,109,93.65,No
17,2023-03-04,51,98.78,No
44,2022-08-21,110,75.32,No
6,2024-02-06,85,95.8,No
39,2024-09-26,83,79.96,No
28,2023-04-18,5,95.07,Yes
42,2024-08-01,113,90.71,Yes
5,2023-11-11,7,77.05,No
8,2024-01-19,61,97.9,No
19,2022-11-13,12,95.63,No
45,2023-05-27,51,77.66,No
17,2024-01-26,82,91.59,No
27,2023-09-23,93,78.32,No
6,2022-06-01,88,89.12,No
47,2024-06-02,69,96.88,No
39,2024-12-13,60,91.61,No
3,2023-07-23,9,81.42,No
48,2024-01-11,105,97.67,No
10,2024-04-09,101,85.34,No
11,2022-03-27,88,77.17,No
14,2022-09-08,119,78.87,No
27,2023-05-16,9,76.23,No
19,2023-07-18,61,80.6,No
7,2024-10-10,62,78.12,Yes
23,2023-09-20,11,95.59,No
21,2024-06-08,106,78.18,No
46,2022-08-07,94,80.5,No
26,2022-01-12,23,78.01,No
24,2022-07-01,114,82.39,No
38,2022-10-11,67,90.18,No
20,2022-07-28,13,86.47,No
4,2022-05-26,63,91.23,No
28,2024-10-20,32,79.14,No
38,2022-12-10,28,91.25,No
38,2022-10-27,21,94.19,Yes
44,2024-10-11,111,79.76,No
8,2023-03-01,82,95.89,No
19,2022-01-21,33,86.8,No
5,2024-06-28,47,91.77,No
43,2024-11-04,78,88.1,No
36,2023-06-10,39,96.34,Yes
41,2024-12-22,89,80.44,No
28,2022-10-19,52,91.01,No
8,2022-08-13,66,78.79,No
37,2024-09-07,67,88.95,No
24,2023-01-19,92,88.01,No
19,2022-09-10,92,81.92,No
28,2023-04-08,102,80.77,No
27,2024-02-13,17,84.62,No
7,2022-02-01,89,89.71,No
26,2024-06-16,51,86.22,No
39,2023-05-23,40,91.38,No
41,2022-06-25,55,84.13,No
3,2023-03-06,42,88.54,No
35,2022-05-16,2,96.41,No
46,2022-03-03,47,78.7,No
14,2024-11-17,78,93.41,No
40,2023-01-05,68,84.57,No
35,2023-08-12,23,85.7,No
42,2022-09-07,82,77.93,No
28,2022-12-28,69,81.6,Yes
40,2023-09-07,104,89.28,No
4,2023-05-01,102,88.29,No
19,2023-03-20,53,98.04,No
36,2023-03-31,49,76.84,No
21,2023-08-12,61,96.28,No
5,2024-10-08,117,75.91,No
17,2022-03-24,47,78.6,No
4,2024-07-12,61,78.06,No
7,2024-03-02,88,84.69,No
33,2024-04-17,62,96.0,No
49,2023-10-08,58,97.69,No
22,2023-04-11,103,80.9,No
33,2022-08-31,79,96.49,No
37,2024-07-12,109,87.82,No
33,2022-07-07,99,90.64,No
30,2024-06-23,113,98.17,No
15,2022-01-12,115,88.22,No
36,2022-06-28,81,91.08,No
38,2023-08-29,118,96.72,No
27,2022-07-17,104,81.43,No
30,2023-10-29,62,94.06,No
34,2024-01-08,115,94.32,Yes
12,2023-07-12,49,95.77,No
21,2022-11-14,10,75.91,No
8,2023-08-02,5,93.57,No
30,2024-08-23,25,79.36,No
24,2023-01-18,115,82.14,No
1,2022-08-28,2,90.19,No
31,2022-09-15,79,78.57,Yes
22,2023-04-14,52,97.76,No
4,2024-03-09,42,98.75,No
4,2022-08-09,66,92.8,Yes
44,2023-05-18,9,84.08,No
40,2022-11-01,86,79.16,No
14,2023-05-15,60,82.28,No
7,2022-10-18,35,94.41,No
30,2023-02-04,98,93.95,Yes
24,2022-06-07,103,92.77,No
37,2023-01-23,8,99.0,No
39,2023-11-25,47,83.74,Yes
2,2023-10-30,17,98.78,No
22,2023-11-11,78,83.81,No
3,2024-12-20,102,85.08,Yes
41,2022-01-05,58,89.7,Yes
16,2022-10-01,81,83.21,No
22,2023-03-25,11,96.7,No
40,2023-01-26,48,75.75,No
11,2022-10-11,56,84.88,No
6,2022-09-07,48,92.81,No
6,2024-12-13,118,80.14,No
7,2023-04-04,73,89.68,No
49,2024-05-22,105,82.27,No
19,2023-09-09,92,89.37,No
2,2022-11-04,11,88.88,No
39,2022-11-13,40,94.89,No
41,2022-05-21,97,93.11,No
39,2023-06-05,97,83.47,No
31,2023-12-08,38,92.54,No
18,2022-11-02,109,89.86,No
8,2023-12-15,97,95.5,No
39,2022-06-01,102,87.75,No
48,2022-10-14,2,97.84,No
25,2023-12-19,12,98.13,No
1,2024-06-25,89,85.65,No
44,2024-10-25,37,79.33,No
40,2023-04-25,6,97.37,No
24,2024-08-22,107,92.96,No
27,2023-10-15,110,78.83,No
1,2024-12-20,72,94.81,No
16,2024-04-27,34,87.1,No
33,2022-12-14,102,92.57,No
14,2024-11-23,57,91.81,No
40,2022-05-04,107,82.5,No
33,2022-06-16,83,77.66,No
43,2023-06-17,63,77.47,Yes
4,2022-04-21,108,83.7,No
46,2022-02-28,27,75.66,No
28,2022-10-29,32,86.26,No
10,2022-07-03,101,94.09,Yes
1,2022-12-03,113,84.19,No
14,2023-07-29,86,80.46,No
23,2023-03-17,22,91.05,No
29,2023-01-23,104,98.69,No
16,2023-07-11,10,95.85,No
9,2022-11-29,92,84.72,No
2,2023-12-05,33,92.3,No
26,2022-05-19,105,97.3,No
2,2022-01-20,81,82.73,No
49,2023-04-07,54,93.84,No
45,2023-09-29,50,77.17,No
8,2022-06-20,36,93.96,No
12,2023-07-05,17,89.01,No
21,2022-08-17,20,80.93,No
26,2022-01-06,98,85.03,No
20,2024-04-14,14,79.61,No
2,2024-01-14,105,78.77,No
22,2024-05-04,112,91.07,No
23,2022-09-13,90,83.64,No
9,2024-03-23,65,83.91,No
6,2024-11-22,110,82.48,No
17,2024-11-11,6,92.0,No
43,2023-09-22,117,90.98,No
31,2023-08-08,86,85.76,No
15,2022-07-28,8,78.27,No
5,2022-01-05,110,78.31,No
21,2024-10-08,17,91.24,Yes
30,2024-09-19,84,86.14,No
7,2024-12-16,96,96.31,No
19,2023-12-24,75,78.89,No
17,2022-10-29,15,83.24,No
42,2023-02-22,117,82.83,Yes
41,2024-02-15,2,97.08,No
27,2024-05-09,95,76.28,No
30,2024-02-10,41,87.87,No
3,2023-02-07,42,93.21,No
11,2022-10-22,29,77.27,Yes
40,2024-05-24,5,90.01,No
2,2022-06-04,80,97.36,No
39,2023-11-15,16,87.85,Yes
32,2023-08-23,9,85.78,No
38,2023-06-18,96,80.69,No
48,2024-01-14,57,75.13,No
17,2023-01-01,75,75.48,Yes
36,2023-08-01,3,79.26,No
45,2022-12-28,90,84.93,No
1,2022-12-29,63,90.61,No
5,2024-11-29,102,98.12,No
22,2024-01-29,65,89.67,No
38,2023-05-23,37,78.69,No
12,2022-10-26,66,78.33,No
10,2023-05-11,114,89.75,No
43,2024-05-25,2,86.34,No
45,2022-08-27,64,86.99,No
6,2022-11-17,106,85.31,No
6,2024-05-24,6,83.08,No
36,2023-02-08,6,76.39,No
45,2023-08-11,94,96.07,No
43,2022-09-22,26,77.14,No
36,2024-06-03,98,80.34,No
44,2024-09-15,48,84.53,No
11,2024-06-28,48,85.91,No
45,2024-12-09,78,79.09,No
4,2022-08-24,80,80.71,No
7,2023-08-07,39,85.01,No
25,2024-05-20,79,84.6,No
7,2024-01-20,96,92.96,No
40,2022-01-19,10,75.4,No
30,2024-05-28,48,94.18,No
42,2024-04-30,82,86.48,No
9,2022-06-09,110,96.44,No
17,2023-04-27,62,93.95,No
49,2024-06-04,66,94.5,No
38,2022-09-22,112,83.24,No
5,2024-10-17,91,86.9,No
33,2024-05-28,2,83.08,No
32,2024-12-25,48,97.3,No
40,2022-07-04,93,94.28,No
44,2022-03-07,104,84.11,No
10,2023-03-08,115,81.07,No
31,2023-05-12,49,97.34,Yes
44,2022-12-30,42,79.1,No
16,2022-02-06,55,80.66,No
45,2024-05-06,28,87.3,No
24,2022-05-08,99,79.02,No
37,2022-08-17,6,94.77,No
47,2023-12-11,36,88.06,No
15,2024-12-09,36,92.06,No
32,2022-09-05,63,88.7,No
29,2022-12-23,49,87.41,No
46,2022-10-27,19,88.87,No
26,2022-05-01,13,76.68,No
27,2024-05-11,19,95.59,No
24,2023-04-21,28,98.64,No
18,2023-01-08,109,95.27,No
2,2022-11-25,63,78.4,Yes
3,2023-05-29,73,78.29,No
26,2024-03-15,102,98.79,Yes
15,2022-03-11,67,82.75,No
43,2024-02-06,28,89.01,No
34,2024-12-11,67,93.9,No
25,2024-08-01,46,84.21,Yes
27,2023-02-17,4,91.94,No
46,2022-05-01,38,83.1,No
3,2022-04-10,105,92.67,No
25,2023-02-24,77,93.91,No
32,2024-01-27,89,84.8,No
47,2022-11-11,53,80.32,No
25,2024-02-29,109,81.94,No
14,2023-03-28,62,89.01,No
34,2022-04-29,12,83.44,No
40,2022-10-11,76,76.57,Yes
36,2023-10-27,27,84.09,No
47,2024-02-25,105,85.73,Yes
21,2022-07-30,73,84.34,No
18,2022-11-26,3,87.84,No
10,2022-09-26,106,95.26,No
40,2024-03-21,64,93.22,No
9,2022-10-27,49,82.55,Yes
18,2023-02-20,49,75.26,No
47,2024-08-11,68,93.54,No
